physical_quantity,power,energy,voltage
2012-01-01 00:03:25,602.0,767.0,907.0
2012-01-01 00:03:26,810.0,182.0,484.0
2012-01-01 00:03:27,42.0,984.0,326.0
2012-01-01 00:03:28,106.0,507.0,239.0
2012-01-01 00:03:29,541.0,347.0,519.0
2012-01-01 00:03:30,214.0,267.0,447.0
2012-01-01 00:03:31,88.0,840.0,671.0
2012-01-01 00:03:32,400.0,369.0,101.0
2012-01-01 00:03:33,807.0,939.0,259.0
2012-01-01 00:03:34,824.0,369.0,933.0
2012-01-01 00:03:35,861.0,855.0,65.0
2012-01-01 00:03:36,816.0,998.0,697.0
2012-01-01 00:03:37,264.0,727.0,791.0
2012-01-01 00:03:38,462.0,390.0,823.0
2012-01-01 00:03:39,951.0,531.0,498.0
2012-01-01 00:03:40,507.0,419.0,462.0
2012-01-01 00:03:41,684.0,807.0,683.0
2012-01-01 00:03:42,662.0,708.0,465.0
2012-01-01 00:03:43,264.0,937.0,213.0
2012-01-01 00:03:44,33.0,826.0,320.0
2012-01-01 00:03:45,373.0,746.0,93.0
2012-01-01 00:03:46,850.0,834.0,731.0
2012-01-01 00:03:47,329.0,520.0,155.0
2012-01-01 00:03:48,522.0,15.0,534.0
2012-01-01 00:03:49,162.0,501.0,714.0
2012-01-01 00:03:50,23.0,674.0,20.0
2012-01-01 00:03:51,589.0,154.0,940.0
2012-01-01 00:03:52,768.0,538.0,44.0
2012-01-01 00:03:53,676.0,537.0,177.0
2012-01-01 00:03:54,888.0,421.0,378.0
2012-01-01 00:03:55,10.0,761.0,885.0
2012-01-01 00:03:56,238.0,842.0,964.0
2012-01-01 00:03:57,644.0,335.0,269.0
2012-01-01 00:03:58,759.0,672.0,819.0
2012-01-01 00:03:59,407.0,772.0,553.0
2012-01-01 00:04:00,301.0,926.0,818.0
2012-01-01 00:04:01,674.0,656.0,60.0
2012-01-01 00:04:02,587.0,747.0,419.0
2012-01-01 00:04:03,934.0,326.0,891.0
2012-01-01 00:04:04,525.0,55.0,79.0
2012-01-01 00:04:05,926.0,750.0,84.0
2012-01-01 00:04:06,236.0,483.0,50.0
2012-01-01 00:04:07,574.0,490.0,981.0
2012-01-01 00:04:08,281.0,890.0,894.0
2012-01-01 00:04:09,76.0,715.0,356.0
2012-01-01 00:04:10,83.0,781.0,168.0
2012-01-01 00:04:11,855.0,780.0,329.0
2012-01-01 00:04:12,391.0,244.0,478.0
2012-01-01 00:04:13,492.0,602.0,798.0
2012-01-01 00:04:14,832.0,802.0,631.0
2012-01-01 00:04:15,511.0,171.0,464.0
2012-01-01 00:04:16,56.0,853.0,670.0
2012-01-01 00:04:17,368.0,924.0,826.0
2012-01-01 00:04:18,267.0,983.0,644.0
2012-01-01 00:04:19,454.0,721.0,761.0
2012-01-01 00:04:20,409.0,655.0,454.0
2012-01-01 00:04:21,274.0,334.0,772.0
2012-01-01 00:04:22,968.0,724.0,756.0
2012-01-01 00:04:23,750.0,97.0,661.0
2012-01-01 00:04:24,664.0,1.0,815.0
2012-01-01 00:04:25,76.0,653.0,493.0
2012-01-01 00:04:26,321.0,864.0,766.0
2012-01-01 00:04:27,691.0,785.0,10.0
2012-01-01 00:04:28,551.0,270.0,420.0
2012-01-01 00:04:29,240.0,182.0,56.0
2012-01-01 00:04:30,355.0,657.0,380.0
2012-01-01 00:04:31,716.0,17.0,540.0
2012-01-01 00:04:32,86.0,878.0,553.0
2012-01-01 00:04:33,898.0,661.0,186.0
2012-01-01 00:04:34,584.0,559.0,940.0
2012-01-01 00:04:35,732.0,725.0,678.0
2012-01-01 00:04:36,835.0,351.0,542.0
2012-01-01 00:04:37,220.0,13.0,454.0
2012-01-01 00:04:38,777.0,478.0,106.0
2012-01-01 00:04:39,609.0,615.0,12.0
2012-01-01 00:04:40,446.0,980.0,323.0
2012-01-01 00:04:41,237.0,451.0,317.0
2012-01-01 00:04:42,661.0,685.0,462.0
2012-01-01 00:04:43,452.0,977.0,638.0
2012-01-01 00:04:44,130.0,436.0,227.0
2012-01-01 00:04:45,341.0,309.0,168.0
2012-01-01 00:04:46,588.0,958.0,366.0
2012-01-01 00:04:47,736.0,24.0,879.0
2012-01-01 00:04:48,506.0,851.0,973.0
2012-01-01 00:04:49,764.0,520.0,779.0
2012-01-01 00:04:50,519.0,53.0,403.0
2012-01-01 00:04:51,827.0,579.0,99.0
2012-01-01 00:04:52,115.0,689.0,313.0
2012-01-01 00:04:53,795.0,465.0,714.0
2012-01-01 00:04:54,949.0,254.0,753.0
2012-01-01 00:04:55,512.0,322.0,107.0
2012-01-01 00:04:56,254.0,323.0,947.0
2012-01-01 00:04:57,780.0,184.0,559.0
2012-01-01 00:04:58,357.0,786.0,840.0
2012-01-01 00:04:59,733.0,545.0,830.0
2012-01-01 00:05:00,151.0,484.0,990.0
2012-01-01 00:05:01,296.0,598.0,975.0
2012-01-01 00:05:02,40.0,313.0,429.0
2012-01-01 00:05:03,272.0,263.0,114.0
2012-01-01 00:05:04,519.0,929.0,447.0
2012-01-01 00:05:05,267.0,684.0,209.0
2012-01-01 00:05:06,163.0,543.0,569.0
2012-01-01 00:05:07,413.0,660.0,923.0
2012-01-01 00:05:08,777.0,81.0,642.0
2012-01-01 00:05:09,148.0,286.0,866.0
2012-01-01 00:05:10,66.0,467.0,572.0
2012-01-01 00:05:11,164.0,386.0,608.0
2012-01-01 00:05:12,734.0,971.0,702.0
2012-01-01 00:05:13,770.0,516.0,714.0
2012-01-01 00:05:14,837.0,711.0,166.0
2012-01-01 00:05:15,941.0,81.0,276.0
2012-01-01 00:05:16,799.0,770.0,267.0
2012-01-01 00:05:17,431.0,303.0,663.0
2012-01-01 00:05:18,560.0,82.0,854.0
2012-01-01 00:05:19,518.0,87.0,211.0
2012-01-01 00:05:20,285.0,432.0,346.0
2012-01-01 00:05:21,474.0,560.0,128.0
2012-01-01 00:05:22,364.0,902.0,16.0
2012-01-01 00:05:23,809.0,926.0,996.0
2012-01-01 00:05:24,652.0,650.0,667.0
2012-01-01 00:05:25,775.0,910.0,337.0
2012-01-01 00:05:26,323.0,693.0,334.0
2012-01-01 00:05:27,518.0,959.0,189.0
2012-01-01 00:05:28,244.0,407.0,617.0
2012-01-01 00:05:29,334.0,322.0,982.0
2012-01-01 00:05:30,187.0,426.0,710.0
2012-01-01 00:05:31,1.0,672.0,721.0
2012-01-01 00:05:32,553.0,698.0,226.0
2012-01-01 00:05:33,955.0,934.0,206.0
2012-01-01 00:05:34,384.0,89.0,544.0
2012-01-01 00:05:35,808.0,388.0,216.0
2012-01-01 00:05:36,87.0,735.0,72.0
2012-01-01 00:05:37,826.0,600.0,420.0
2012-01-01 00:05:38,89.0,872.0,699.0
2012-01-01 00:05:39,427.0,320.0,113.0
2012-01-01 00:05:40,973.0,883.0,797.0
2012-01-01 00:05:41,411.0,998.0,858.0
2012-01-01 00:05:42,499.0,374.0,891.0
2012-01-01 00:05:43,104.0,392.0,159.0
2012-01-01 00:05:44,681.0,161.0,963.0
2012-01-01 00:05:45,273.0,39.0,313.0
2012-01-01 00:05:46,815.0,655.0,325.0
2012-01-01 00:05:47,180.0,989.0,74.0
2012-01-01 00:05:48,102.0,386.0,319.0
2012-01-01 00:05:49,172.0,382.0,374.0
2012-01-01 00:05:50,567.0,740.0,577.0
2012-01-01 00:05:51,518.0,107.0,557.0
2012-01-01 00:05:52,572.0,391.0,990.0
2012-01-01 00:05:53,249.0,832.0,714.0
2012-01-01 00:05:54,895.0,613.0,188.0
2012-01-01 00:05:55,638.0,246.0,60.0
2012-01-01 00:05:56,516.0,286.0,978.0
2012-01-01 00:05:57,572.0,239.0,175.0
2012-01-01 00:05:58,993.0,778.0,266.0
2012-01-01 00:05:59,235.0,612.0,775.0
2012-01-01 00:06:00,473.0,773.0,287.0
2012-01-01 00:06:01,436.0,745.0,568.0
2012-01-01 00:06:02,540.0,210.0,439.0
2012-01-01 00:06:03,463.0,875.0,727.0
2012-01-01 00:06:04,860.0,959.0,359.0
2012-01-01 00:06:05,831.0,530.0,106.0
2012-01-01 00:06:06,963.0,472.0,222.0
2012-01-01 00:06:07,576.0,818.0,374.0
2012-01-01 00:06:08,80.0,948.0,577.0
2012-01-01 00:06:09,479.0,102.0,199.0
2012-01-01 00:06:10,248.0,566.0,433.0
2012-01-01 00:06:11,431.0,873.0,338.0
2012-01-01 00:06:12,312.0,110.0,953.0
2012-01-01 00:06:13,680.0,674.0,28.0
2012-01-01 00:06:14,194.0,833.0,498.0
2012-01-01 00:06:15,351.0,654.0,532.0
2012-01-01 00:06:16,636.0,692.0,844.0
2012-01-01 00:06:17,21.0,693.0,823.0
2012-01-01 00:06:18,286.0,844.0,661.0
2012-01-01 00:06:19,647.0,827.0,926.0
2012-01-01 00:06:20,90.0,856.0,292.0
2012-01-01 00:06:21,529.0,31.0,932.0
2012-01-01 00:06:22,914.0,633.0,389.0
2012-01-01 00:06:23,260.0,153.0,530.0
2012-01-01 00:06:24,507.0,518.0,604.0
2012-01-01 00:06:25,5.0,836.0,888.0
2012-01-01 00:06:26,714.0,110.0,752.0
2012-01-01 00:06:27,771.0,894.0,61.0
2012-01-01 00:06:28,224.0,920.0,348.0
2012-01-01 00:06:29,233.0,974.0,704.0
2012-01-01 00:06:30,20.0,14.0,649.0
2012-01-01 00:06:31,749.0,528.0,344.0
2012-01-01 00:06:32,0.0,541.0,210.0
2012-01-01 00:06:33,256.0,496.0,695.0
2012-01-01 00:06:34,645.0,42.0,702.0
2012-01-01 00:06:35,822.0,991.0,946.0
2012-01-01 00:06:36,99.0,236.0,889.0
2012-01-01 00:06:37,289.0,62.0,132.0
2012-01-01 00:06:38,544.0,169.0,710.0
2012-01-01 00:06:39,205.0,993.0,991.0
2012-01-01 00:06:40,218.0,470.0,203.0
2012-01-01 00:06:41,491.0,605.0,87.0
2012-01-01 00:06:42,902.0,195.0,455.0
2012-01-01 00:06:43,606.0,538.0,408.0
2012-01-01 00:06:44,162.0,33.0,575.0
2012-01-01 00:06:45,697.0,388.0,653.0
2012-01-01 00:06:46,643.0,631.0,41.0
2012-01-01 00:06:47,730.0,789.0,66.0
2012-01-01 00:06:48,916.0,932.0,255.0
2012-01-01 00:06:49,902.0,134.0,743.0
2012-01-01 00:06:50,876.0,884.0,92.0
2012-01-01 00:06:51,236.0,108.0,212.0
2012-01-01 00:06:52,812.0,164.0,83.0
2012-01-01 00:06:53,453.0,670.0,249.0
2012-01-01 00:06:54,812.0,710.0,226.0
2012-01-01 00:06:55,794.0,193.0,482.0
2012-01-01 00:06:56,540.0,854.0,220.0
2012-01-01 00:06:57,365.0,828.0,801.0
2012-01-01 00:06:58,17.0,411.0,285.0
2012-01-01 00:06:59,604.0,149.0,382.0
2012-01-01 00:07:00,130.0,675.0,996.0
2012-01-01 00:07:01,792.0,534.0,832.0
2012-01-01 00:07:02,164.0,660.0,477.0
2012-01-01 00:07:03,703.0,301.0,863.0
2012-01-01 00:07:04,942.0,727.0,431.0
2012-01-01 00:07:05,164.0,986.0,101.0
2012-01-01 00:07:06,930.0,527.0,323.0
2012-01-01 00:07:07,669.0,785.0,133.0
2012-01-01 00:07:08,173.0,808.0,943.0
2012-01-01 00:07:09,398.0,518.0,870.0
2012-01-01 00:07:10,292.0,25.0,486.0
2012-01-01 00:07:11,576.0,237.0,153.0
2012-01-01 00:07:12,49.0,630.0,541.0
2012-01-01 00:07:13,86.0,161.0,751.0
2012-01-01 00:07:14,45.0,578.0,251.0
2012-01-01 00:07:15,18.0,185.0,798.0
2012-01-01 00:07:16,754.0,486.0,364.0
2012-01-01 00:07:17,652.0,28.0,948.0
2012-01-01 00:07:18,457.0,400.0,542.0
2012-01-01 00:07:19,691.0,168.0,475.0
2012-01-01 00:07:20,824.0,903.0,93.0
2012-01-01 00:07:21,742.0,476.0,821.0
2012-01-01 00:07:22,204.0,951.0,794.0
2012-01-01 00:07:23,318.0,706.0,25.0
2012-01-01 00:07:24,731.0,566.0,299.0
2012-01-01 00:07:25,329.0,172.0,210.0
2012-01-01 00:07:26,207.0,425.0,92.0
2012-01-01 00:07:27,224.0,537.0,249.0
2012-01-01 00:07:28,660.0,485.0,759.0
2012-01-01 00:07:29,24.0,591.0,442.0
2012-01-01 00:07:30,678.0,961.0,937.0
2012-01-01 00:07:31,661.0,385.0,698.0
2012-01-01 00:07:32,138.0,976.0,936.0
2012-01-01 00:07:33,219.0,131.0,666.0
2012-01-01 00:07:34,429.0,65.0,739.0
2012-01-01 00:07:35,694.0,677.0,483.0
2012-01-01 00:07:36,388.0,411.0,264.0
2012-01-01 00:07:37,380.0,717.0,596.0
2012-01-01 00:07:38,185.0,247.0,843.0
2012-01-01 00:07:39,820.0,306.0,942.0
2012-01-01 00:07:40,424.0,398.0,814.0
2012-01-01 00:07:41,603.0,586.0,595.0
2012-01-01 00:07:42,666.0,31.0,56.0
2012-01-01 00:07:43,112.0,120.0,560.0
2012-01-01 00:07:44,887.0,177.0,780.0
2012-01-01 00:07:45,707.0,303.0,443.0
2012-01-01 00:07:46,589.0,517.0,322.0
2012-01-01 00:07:47,733.0,425.0,125.0
2012-01-01 00:07:48,971.0,901.0,408.0
2012-01-01 00:07:49,251.0,346.0,499.0
2012-01-01 00:07:50,738.0,176.0,162.0
2012-01-01 00:07:51,635.0,134.0,723.0
2012-01-01 00:07:52,106.0,713.0,650.0
2012-01-01 00:07:53,699.0,104.0,134.0
2012-01-01 00:07:54,719.0,962.0,536.0
2012-01-01 00:07:55,470.0,219.0,627.0
2012-01-01 00:07:56,596.0,771.0,503.0
2012-01-01 00:07:57,50.0,298.0,44.0
2012-01-01 00:07:58,42.0,647.0,177.0
2012-01-01 00:07:59,605.0,99.0,443.0
2012-01-01 00:08:00,670.0,287.0,36.0
2012-01-01 00:08:01,739.0,497.0,355.0
2012-01-01 00:08:02,378.0,165.0,883.0
2012-01-01 00:08:03,609.0,477.0,922.0
2012-01-01 00:08:04,434.0,509.0,190.0
2012-01-01 00:08:05,903.0,865.0,334.0
2012-01-01 00:08:06,948.0,988.0,6.0
2012-01-01 00:08:07,707.0,232.0,174.0
2012-01-01 00:08:08,994.0,559.0,7.0
2012-01-01 00:08:09,86.0,881.0,414.0
2012-01-01 00:08:10,815.0,665.0,335.0
2012-01-01 00:08:11,298.0,49.0,182.0
2012-01-01 00:08:12,148.0,652.0,309.0
2012-01-01 00:08:13,50.0,772.0,458.0
2012-01-01 00:08:14,877.0,307.0,256.0
2012-01-01 00:08:15,265.0,977.0,205.0
2012-01-01 00:08:16,167.0,361.0,197.0
2012-01-01 00:08:17,888.0,105.0,662.0
2012-01-01 00:08:18,922.0,65.0,912.0
2012-01-01 00:08:19,856.0,284.0,769.0
2012-01-01 00:08:20,842.0,844.0,824.0
2012-01-01 00:08:21,371.0,974.0,963.0
2012-01-01 00:08:22,776.0,120.0,673.0
2012-01-01 00:08:23,993.0,945.0,232.0
2012-01-01 00:08:24,418.0,606.0,672.0
2012-01-01 00:08:25,673.0,598.0,624.0
2012-01-01 00:08:26,538.0,565.0,933.0
2012-01-01 00:08:27,54.0,704.0,599.0
2012-01-01 00:08:28,311.0,686.0,977.0
2012-01-01 00:08:29,973.0,56.0,162.0
2012-01-01 00:08:30,59.0,773.0,130.0
2012-01-01 00:08:31,863.0,195.0,300.0
2012-01-01 00:08:32,518.0,578.0,962.0
2012-01-01 00:08:33,400.0,37.0,814.0
2012-01-01 00:08:34,960.0,449.0,640.0
2012-01-01 00:08:35,10.0,573.0,776.0
2012-01-01 00:08:36,644.0,807.0,824.0
2012-01-01 00:08:37,507.0,288.0,933.0
2012-01-01 00:08:38,439.0,894.0,357.0
2012-01-01 00:08:39,502.0,978.0,759.0
2012-01-01 00:08:40,29.0,252.0,416.0
2012-01-01 00:08:41,126.0,485.0,340.0
2012-01-01 00:08:42,679.0,451.0,917.0
2012-01-01 00:08:43,981.0,790.0,484.0
2012-01-01 00:08:44,456.0,917.0,956.0
2012-01-01 00:08:45,35.0,506.0,763.0
2012-01-01 00:08:46,128.0,331.0,991.0
2012-01-01 00:08:47,322.0,920.0,978.0
2012-01-01 00:08:48,708.0,604.0,702.0
2012-01-01 00:08:49,336.0,434.0,277.0
2012-01-01 00:08:50,440.0,647.0,605.0
2012-01-01 00:08:51,938.0,743.0,183.0
2012-01-01 00:08:52,404.0,646.0,872.0
2012-01-01 00:08:53,621.0,915.0,63.0
2012-01-01 00:08:54,524.0,227.0,497.0
2012-01-01 00:08:55,712.0,397.0,783.0
2012-01-01 00:08:56,558.0,399.0,142.0
2012-01-01 00:08:57,450.0,772.0,900.0
2012-01-01 00:08:58,812.0,600.0,355.0
2012-01-01 00:08:59,986.0,474.0,473.0
2012-01-01 00:09:00,498.0,397.0,109.0
2012-01-01 00:09:01,320.0,473.0,683.0
2012-01-01 00:09:02,236.0,291.0,273.0
2012-01-01 00:09:03,214.0,327.0,177.0
2012-01-01 00:09:04,92.0,43.0,697.0
2012-01-01 00:09:05,339.0,208.0,811.0
2012-01-01 00:09:06,512.0,462.0,838.0
2012-01-01 00:09:07,77.0,257.0,263.0
2012-01-01 00:09:08,507.0,731.0,137.0
2012-01-01 00:09:09,264.0,262.0,944.0
2012-01-01 00:09:10,162.0,163.0,455.0
2012-01-01 00:09:11,457.0,694.0,257.0
2012-01-01 00:09:12,22.0,745.0,339.0
2012-01-01 00:09:13,470.0,213.0,852.0
2012-01-01 00:09:14,369.0,281.0,351.0
2012-01-01 00:09:15,681.0,883.0,278.0
2012-01-01 00:09:16,493.0,589.0,676.0
2012-01-01 00:09:17,636.0,285.0,318.0
